id,titulo,empresa,ciudad,modalidad,experiencia,lenguajes,salario,tipo_contrato,fecha_publicacion,vacantes
3361,Ingeniero de Datos,Bancolombia,bogota,Presencial,Junior,"Azure, Node.js, Excel, Power BI, JavaScript, Docker",2901849.0,Freelance,2026-03-04,4
3362,Analista de Datos,TechNova,Cartagena,remoto,junior,"AWS, Azure, Node.js",3528665.0,Indefinido,2025-10-17,10
3363,Full Stack Developer,Globant,bogota,Híbrido,Junior,"Docker, Azure",3261068.0,Freelance,2024-08-03,5
3364,Software Developer,InnovaTech,Barranquilla,Híbrido,Senior,"Power BI, Python, SQL, Docker, Azure, React",8835891.0,Freelance,2024-10-27,8
3365,Data Scientist,DataSoft,bogota,Presencial,Junior,"Power BI, Excel, R",2853494.0,Temporal,2024-11-06,2
3366,Frontend Developer,DataSoft,Cartagena,Híbrido,junior,"Excel, R, Python",2223177.0,indefinido,2026-04-29,9
3367,Analista de Datos,Bancolombia,Barranquilla,remoto,semi senior,"Excel, Tableau, Node.js, React",4442762.0,Indefinido,2026-03-13,8
3368,Analista de Datos,DataSoft,Bucaramanga,remoto,semi senior,"Power BI, TensorFlow, JavaScript, R, AWS, React",4567876.0,indefinido,2025-07-01,2
3369,Full Stack Developer,TechNova,Cali,remoto,Semi-Senior,"TensorFlow, SQL, Tableau",5439904.0,Indefinido,2026-01-09,9
3370,Data Analyst,Bancolombia,Barranquilla,Hibrido,Semi-Senior,"Docker, Pandas, JavaScript",6091376.0,Temporal,2024-06-26,7
3371,Full Stack Developer,DataSoft,Bogotá,Presencial,Semi-Senior,"Tableau, Power BI",6702657.0,Indefinido,2024-12-29,5
3372,Ingeniero de Datos,Rappi,medellin,Remoto,junior,"SQL, Docker, Excel, Node.js",2883116.0,Indefinido,2024-07-13,1
3373,Backend Developer,Claro,Cali,Remoto,Senior,"TensorFlow, Azure, AWS",,Contrato,2024-07-21,5
3374,Backend Developer,IBM,Remoto,remoto,Senior,"AWS, Node.js, TensorFlow",8933276.0,Contrato,2025-02-22,5
3375,Frontend Developer,CodeLab,Barranquilla,remoto,Semi-Senior,"R, TensorFlow, JavaScript",6737828.0,Temporal,2025-01-30,3
3376,Software Developer,Bancolombia,Medellín,Presencial,junior,"React, Power BI, AWS",3560511.0,Indefinido,2025-09-23,1
3377,Backend Developer,Mercado Libre,Cartagena,Híbrido,Junior,"Tableau, Docker",2489770.0,Freelance,2024-09-25,9
3378,Data Scientist,Davivienda,Bucaramanga,remoto,junior,"Pandas, AWS, Power BI, R, Java, Tableau",1846002.0,Temporal,2026-02-26,2
3379,Machine Learning Engineer,Rappi,Medellín,Hibrido,Junior,"Node.js, React",2515842.0,Contrato,2026-01-22,4
3380,BI Analyst,IBM,Barranquilla,Remoto,Junior,"R, Python, Tableau, React, Java, Pandas",2815339.0,Temporal,2025-08-07,10
3381,Analista de Datos,Globant,Cali,remoto,junior,"SQL, TensorFlow, JavaScript, Node.js",2957522.0,Freelance,2024-06-27,10
3382,Data Analyst,IBM,Cali,Híbrido,Junior,"Node.js, TensorFlow, Python, AWS, React",3215244.0,Indefinido,2026-04-17,9
3383,Software Developer,InnovaTech,Cartagena,Presencial,junior,"AWS, SQL, Node.js",3996155.0,Temporal,2025-03-10,4
3384,Backend Developer,Rappi,Barranquilla,Remoto,semi senior,"React, Power BI, AWS, Python",5584006.0,Freelance,2025-03-10,10
3385,Software Developer,Globant,Barranquilla,Híbrido,semi senior,"R, SQL, Tableau, Docker, AWS",6117614.0,Temporal,2024-11-21,1
3386,Data Analyst,Teleperformance,Cartagena,Remoto,semi senior,"AWS, Power BI",5678006.0,Contrato,2025-03-19,6
3387,BI Analyst,Claro,medellin,remoto,Junior,"SQL, Java, Python, AWS",2819174.0,Contrato,2025-03-09,6
3388,Data Analyst,Teleperformance,Bucaramanga,Hibrido,semi senior,"R, Docker, Pandas, Node.js, Azure",4428889.0,Indefinido,2025-10-27,5
3389,Software Developer,Sura,Remoto,Híbrido,Senior,"Azure, Tableau, Excel, Java, Power BI, Pandas",,Contrato,2024-12-18,3
3390,Backend Developer,Globant,Cartagena,Híbrido,semi senior,"SQL, Node.js, Docker, JavaScript",5958996.0,indefinido,2025-10-09,5
3391,BI Analyst,Accenture,Cartagena,Híbrido,Senior,"Docker, Power BI, Excel, SQL",9574029.0,Freelance,2025-01-13,10
3392,Ingeniero de Datos,IBM,Cartagena,Remoto,Semi-Senior,"SQL, Power BI, AWS, TensorFlow",4695395.0,Contrato,2024-12-29,9
3393,Machine Learning Engineer,Davivienda,bogota,Presencial,semi senior,"React, Node.js, TensorFlow, AWS, R",4725779.0,indefinido,2025-04-14,2
3394,Data Scientist,Claro,bogota,Hibrido,Junior,"Tableau, Pandas, Excel, Power BI, JavaScript",,Temporal,2024-05-12,10
3395,Data Scientist,Bancolombia,Cartagena,Hibrido,junior,"Java, Tableau, Azure, Python",4207153.0,Temporal,2024-11-06,2
3396,Backend Developer,Sura,Barranquilla,remoto,junior,"Pandas, Docker, React, Node.js",4284851.0,indefinido,2025-12-26,1
3397,Frontend Developer,Accenture,Bucaramanga,Remoto,Senior,"Python, Tableau, Pandas, React",9343276.0,indefinido,2024-12-19,8
3398,Frontend Developer,TechNova,Cali,remoto,Senior,"Excel, Power BI, TensorFlow, React, Docker, Python",9131420.0,Temporal,2025-08-29,6
3399,Backend Developer,InnovaTech,Barranquilla,Remoto,junior,"Power BI, Tableau, Excel, SQL",3630791.0,Indefinido,2024-09-01,9
3400,Frontend Developer,Bancolombia,Cartagena,Híbrido,Senior,"Azure, React, R, Docker, SQL, AWS",9990482.0,Freelance,2024-06-28,7
3401,Machine Learning Engineer,Rappi,Remoto,Hibrido,junior,"Node.js, AWS, TensorFlow, Python, R, Tableau",,Indefinido,2026-02-15,4
3402,Ingeniero de Datos,Davivienda,Barranquilla,Híbrido,Junior,"SQL, Azure, Java, Pandas",4410758.0,indefinido,2024-09-06,9
3403,Data Analyst,DataSoft,bogota,Remoto,Senior,"JavaScript, React, Pandas, Azure, Tableau, AWS",7991387.0,Contrato,2025-12-31,1
3404,BI Analyst,Globant,Bogotá,Presencial,Junior,"SQL, Azure, JavaScript, Java, TensorFlow",3389709.0,indefinido,2026-04-10,2
3405,Data Scientist,TechNova,Remoto,Híbrido,junior,"Java, Power BI, Node.js, Tableau",2214170.0,indefinido,2025-02-05,8
3406,BI Analyst,DataSoft,bogota,Presencial,junior,"Docker, R",3174073.0,Indefinido,2024-09-16,6
3407,Machine Learning Engineer,DataSoft,bogota,Presencial,Senior,"Power BI, Docker, SQL, Node.js, Excel, JavaScript",9323982.0,Indefinido,2024-12-10,5
3408,Full Stack Developer,Mercado Libre,medellin,Hibrido,Semi-Senior,"Docker, Java, Pandas, SQL",4662916.0,Contrato,2025-09-10,3
3409,Backend Developer,Bancolombia,Barranquilla,Híbrido,junior,"Pandas, React, Excel, SQL",1978048.0,indefinido,2025-07-08,10
3410,Data Analyst,Globant,bogota,Remoto,semi senior,"SQL, R, React",4798082.0,Temporal,2025-07-25,3
3411,Ingeniero de Datos,IBM,bogota,Remoto,Junior,"Node.js, JavaScript, AWS, R",3502222.0,Freelance,2024-07-18,5
3412,Full Stack Developer,Davivienda,Remoto,Hibrido,Junior,"Pandas, TensorFlow, Power BI, AWS, Python",3524663.0,indefinido,2026-01-10,4
3413,Full Stack Developer,Davivienda,bogota,remoto,semi senior,"Power BI, Pandas",6269146.0,Contrato,2025-04-06,8
3414,BI Analyst,Accenture,Bogotá,Hibrido,junior,"TensorFlow, Power BI, Azure, AWS, JavaScript",2486268.0,Freelance,2025-07-22,3
3415,Ingeniero de Datos,Sura,Bucaramanga,Presencial,Junior,"Azure, Pandas, Excel, React",2901955.0,Temporal,2026-04-10,2
3416,BI Analyst,Claro,Cali,Hibrido,junior,"React, Docker, Node.js, AWS",2911009.0,indefinido,2025-08-30,9
3417,Backend Developer,Globant,Remoto,Remoto,junior,"R, JavaScript, TensorFlow, Azure, Excel",3813148.0,indefinido,2024-06-09,6
3418,Machine Learning Engineer,Accenture,Cartagena,Remoto,Junior,"Excel, React, Node.js, Tableau, Pandas, Java",2372919.0,Indefinido,2024-12-11,7
3419,Frontend Developer,Bancolombia,Medellín,Presencial,junior,"Azure, Power BI, Java, React, Python",3319593.0,Temporal,2025-12-30,1
3420,Frontend Developer,InnovaTech,Bogotá,Remoto,Semi-Senior,"React, Azure, Java",6744291.0,Indefinido,2026-04-21,2
3421,Full Stack Developer,Claro,medellin,Presencial,semi senior,"Power BI, R",4778754.0,Freelance,2024-08-18,9
3422,Backend Developer,Teleperformance,Remoto,Remoto,junior,"TensorFlow, JavaScript, R",1947745.0,Freelance,2025-05-06,2
3423,Analista de Datos,Mercado Libre,bogota,Hibrido,Senior,"Tableau, JavaScript, R, Docker, Node.js, Java",9530992.0,indefinido,2025-09-09,4
3424,Analista de Datos,Davivienda,Remoto,remoto,semi senior,"Pandas, Java",3937686.0,indefinido,2024-12-04,7
3425,Software Developer,Davivienda,medellin,remoto,Semi-Senior,"AWS, Azure, Node.js",6367636.0,Freelance,2026-04-07,2
3426,Data Analyst,DataSoft,Medellín,Hibrido,junior,"R, Pandas, Power BI",2855991.0,indefinido,2026-04-16,10
3427,BI Analyst,Accenture,Cali,Hibrido,Junior,"Excel, JavaScript, Power BI, React, Azure",3918902.0,Temporal,2024-12-12,7
3428,Software Developer,IBM,Barranquilla,remoto,semi senior,"Node.js, Azure, R, SQL, Tableau",5285676.0,Contrato,2026-01-29,10
3429,Data Analyst,Bancolombia,bogota,Remoto,semi senior,"SQL, Azure",5783044.0,indefinido,2025-12-30,1
3430,Machine Learning Engineer,TechNova,bogota,Híbrido,semi senior,"Azure, Python, Java",4755230.0,Indefinido,2026-01-30,3
3431,Full Stack Developer,Davivienda,Remoto,Híbrido,Junior,"Pandas, SQL, React, Python",2149976.0,Freelance,2025-07-24,5
3432,Analista de Datos,Accenture,Remoto,Híbrido,junior,"Python, SQL, Power BI",4163128.0,Temporal,2026-03-24,10
3433,Frontend Developer,DataSoft,Cali,remoto,Semi-Senior,"Python, Node.js, Excel, JavaScript",4511509.0,Temporal,2025-08-20,6
3434,Frontend Developer,Globant,bogota,Presencial,Semi-Senior,"JavaScript, Python",6327320.0,Freelance,2024-08-21,10
3435,Backend Developer,Globant,Cali,Presencial,semi senior,"Pandas, JavaScript",5612105.0,indefinido,2025-06-02,5
3436,Data Analyst,CodeLab,Barranquilla,Híbrido,Semi-Senior,"Python, Tableau, JavaScript, R",5867399.0,Temporal,2025-11-18,9
3437,Full Stack Developer,Globant,Cartagena,Híbrido,Junior,"React, AWS, Tableau, Python, Excel, JavaScript",4416678.0,Indefinido,2025-08-14,1
3438,Analista de Datos,DataSoft,Barranquilla,Híbrido,semi senior,"SQL, Pandas, Node.js, Excel, Java",,Contrato,2025-08-19,8
3439,Data Scientist,IBM,Cali,remoto,Semi-Senior,"R, JavaScript, Tableau, Power BI",6395013.0,Freelance,2025-07-05,8
3440,Data Scientist,Bancolombia,Remoto,remoto,Semi-Senior,"Node.js, SQL, JavaScript, Tableau",5695796.0,Contrato,2024-10-24,2
3441,Software Developer,DataSoft,Cali,Hibrido,Senior,"React, Java, AWS",8794620.0,Freelance,2024-10-02,3
3442,Data Scientist,Rappi,Cartagena,Híbrido,junior,"SQL, R, Python",3935730.0,Temporal,2025-09-21,10
3443,Analista de Datos,Claro,Cali,Presencial,Junior,"React, Azure, TensorFlow, Node.js, Docker",2714741.0,Contrato,2024-10-08,8
3444,Frontend Developer,IBM,Medellín,Hibrido,Semi-Senior,"SQL, Azure, Excel, React, TensorFlow, Python",4508859.0,Indefinido,2026-04-29,3
3445,Analista de Datos,Davivienda,bogota,Remoto,junior,"React, TensorFlow, AWS",4008587.0,Freelance,2024-06-04,3
3446,Backend Developer,Bancolombia,Bogotá,remoto,Junior,"Power BI, Pandas",3300114.0,Freelance,2024-12-28,10
3447,Full Stack Developer,Rappi,Remoto,Presencial,Junior,"Azure, JavaScript, Java, Power BI",,Freelance,2025-08-22,5
3448,Backend Developer,Bancolombia,Bogotá,Remoto,Semi-Senior,"AWS, Docker, Power BI, React, SQL, JavaScript",5502060.0,Contrato,2025-08-09,3
3449,Backend Developer,IBM,medellin,Remoto,Semi-Senior,"Power BI, TensorFlow, Node.js, Java, R",5399577.0,indefinido,2025-04-02,8
3450,Machine Learning Engineer,CodeLab,Bucaramanga,Híbrido,semi senior,"SQL, Python, React, Java, TensorFlow",4644081.0,Indefinido,2025-03-12,1
3451,Frontend Developer,TechNova,Cali,Presencial,Junior,"Pandas, Power BI",4389181.0,indefinido,2024-11-26,7
3452,Ingeniero de Datos,Mercado Libre,bogota,Híbrido,junior,"JavaScript, Power BI, R, Node.js",2228733.0,indefinido,2025-07-17,5
3453,Ingeniero de Datos,TechNova,Barranquilla,Híbrido,junior,"JavaScript, Docker, AWS",3402970.0,Temporal,2024-05-20,5
3454,Analista de Datos,Sura,Remoto,Híbrido,junior,"Azure, Docker, Node.js, JavaScript, SQL",3331064.0,Freelance,2025-04-18,2
3455,Machine Learning Engineer,Davivienda,Medellín,remoto,junior,"R, AWS, SQL",2017583.0,Contrato,2026-03-28,10
3456,Data Analyst,CodeLab,Barranquilla,Híbrido,junior,"R, React, Power BI, Docker, AWS, Python",4261050.0,Contrato,2025-07-05,6
3457,Backend Developer,Mercado Libre,Bogotá,Hibrido,Semi-Senior,"TensorFlow, JavaScript, Node.js, Azure, Pandas",6535438.0,Temporal,2024-07-24,3
3458,Analista de Datos,InnovaTech,Barranquilla,remoto,Semi-Senior,"R, Docker, Tableau, React",4527189.0,Temporal,2025-10-23,4
3459,Full Stack Developer,Bancolombia,Remoto,Presencial,junior,"JavaScript, SQL",3851811.0,Temporal,2024-05-15,1
3460,Backend Developer,Bancolombia,medellin,Híbrido,Semi-Senior,"Python, Node.js, SQL, Java, Tableau",6376198.0,Indefinido,2025-04-11,1
3461,Frontend Developer,Teleperformance,Cali,Híbrido,semi senior,"Pandas, AWS, Excel, JavaScript",5268919.0,indefinido,2026-01-26,6
3462,Full Stack Developer,Globant,bogota,remoto,Junior,"React, Power BI, Excel, Node.js",4156501.0,indefinido,2026-01-20,6
3463,BI Analyst,Accenture,bogota,Hibrido,Semi-Senior,"Tableau, Node.js, Java, Pandas, TensorFlow, JavaScript",5104807.0,Indefinido,2024-09-10,1
3464,Ingeniero de Datos,Teleperformance,Cartagena,Hibrido,junior,"JavaScript, Power BI, Azure, AWS",3220858.0,Temporal,2024-07-10,7
3465,Backend Developer,TechNova,Bucaramanga,Remoto,Junior,"Pandas, JavaScript, Java, Node.js, Power BI, TensorFlow",3848982.0,indefinido,2025-07-02,6
3466,Software Developer,IBM,Cali,remoto,Senior,"AWS, Pandas, Power BI, Excel",10169310.0,Contrato,2025-03-19,10
3467,Backend Developer,IBM,Barranquilla,Presencial,Semi-Senior,"R, Tableau, TensorFlow",5745065.0,Contrato,2025-12-26,9
3468,Backend Developer,Rappi,Barranquilla,Presencial,semi senior,"Python, TensorFlow, Pandas, JavaScript, Tableau",4502495.0,Freelance,2024-11-26,7
3469,Full Stack Developer,Teleperformance,Remoto,Remoto,junior,"R, SQL",3213562.0,indefinido,2026-03-25,1
3470,Machine Learning Engineer,IBM,Cali,Presencial,junior,"Excel, Node.js, Azure, Power BI, AWS",3796961.0,Freelance,2025-07-09,10
3471,Software Developer,Davivienda,Medellín,Hibrido,Senior,"Pandas, AWS, Azure",9338814.0,Contrato,2025-03-18,10
3472,Full Stack Developer,Sura,Bogotá,Hibrido,Senior,"Java, Pandas",7878077.0,indefinido,2024-08-15,4
3473,Frontend Developer,Sura,bogota,remoto,Semi-Senior,"Java, Node.js, Python, SQL, Power BI, React",5554352.0,indefinido,2026-04-10,2
3474,Frontend Developer,TechNova,medellin,Remoto,Semi-Senior,"Tableau, Docker, React",4615018.0,Indefinido,2024-08-05,3
3475,Frontend Developer,Mercado Libre,medellin,Presencial,Semi-Senior,"SQL, Power BI",6466239.0,Temporal,2024-10-27,1
3476,Backend Developer,Rappi,Medellín,Híbrido,Junior,"React, SQL, R",3947305.0,Temporal,2025-08-21,7
3477,Backend Developer,Mercado Libre,Cali,remoto,Semi-Senior,"AWS, Python, React, Node.js",6113205.0,Indefinido,2025-12-13,3
3478,Backend Developer,Teleperformance,Bucaramanga,Hibrido,Semi-Senior,"Docker, Power BI, Tableau, Excel, Python, SQL",5941232.0,Indefinido,2025-03-09,4
3479,Data Analyst,Globant,Bogotá,Remoto,Junior,"Tableau, Pandas, R, Power BI, React",3489678.0,indefinido,2025-05-22,2
3480,Full Stack Developer,InnovaTech,Cartagena,Hibrido,junior,"Azure, Java, AWS, Excel",4192216.0,Temporal,2025-08-18,5
3481,Analista de Datos,Sura,bogota,Presencial,Semi-Senior,"Docker, AWS, Tableau, SQL, R, TensorFlow",4551514.0,Contrato,2025-09-21,10
3482,Machine Learning Engineer,IBM,Bogotá,Híbrido,Junior,"Docker, TensorFlow",3028660.0,Contrato,2024-07-09,3
3483,Data Analyst,Globant,Barranquilla,Hibrido,semi senior,"Azure, JavaScript",6039332.0,Indefinido,2026-03-15,9
3484,Ingeniero de Datos,TechNova,Bogotá,Remoto,Semi-Senior,"Pandas, SQL, Excel, Java, AWS, Azure",6268880.0,Freelance,2024-11-11,10
3485,Backend Developer,TechNova,Bucaramanga,Híbrido,Semi-Senior,"Node.js, Java",5084192.0,Contrato,2025-12-10,7
3486,Data Scientist,Rappi,Medellín,Remoto,Semi-Senior,"Docker, Excel",6369694.0,Contrato,2025-08-26,8
3487,Backend Developer,Accenture,bogota,Remoto,semi senior,"Excel, Node.js, TensorFlow, Java",4235928.0,Indefinido,2025-06-26,2
3488,Ingeniero de Datos,IBM,medellin,remoto,junior,"SQL, AWS",2720114.0,Temporal,2024-11-27,10
3489,Machine Learning Engineer,Accenture,Cartagena,Híbrido,Junior,"R, Java",2701891.0,Contrato,2025-04-30,8
3490,Software Developer,Sura,Medellín,remoto,Semi-Senior,"Excel, Python, React",5621448.0,Freelance,2024-12-20,4
3491,Frontend Developer,Mercado Libre,medellin,Presencial,Junior,"R, AWS",4554398.0,Indefinido,2026-01-06,1
3492,Full Stack Developer,Claro,Bucaramanga,Híbrido,Senior,"AWS, R, Python, Node.js",,indefinido,2024-11-21,5
3493,Full Stack Developer,Accenture,bogota,Hibrido,junior,"Python, Java, AWS, Tableau, Node.js",3982926.0,Contrato,2025-04-12,1
3494,Ingeniero de Datos,Sura,Cartagena,Remoto,Junior,"Python, Pandas, Tableau",4073343.0,Freelance,2024-09-27,9
3495,Backend Developer,IBM,Cali,remoto,Semi-Senior,"SQL, Tableau",6785670.0,indefinido,2024-05-21,8
3496,Data Analyst,Mercado Libre,medellin,Híbrido,Semi-Senior,"Node.js, Excel, React",4712672.0,Temporal,2024-10-22,1
3497,Full Stack Developer,Globant,Remoto,Híbrido,Senior,"SQL, Azure, Java",8914518.0,Contrato,2026-01-31,9
3498,Data Analyst,Accenture,Bucaramanga,Remoto,Junior,"React, Python, R, Azure, Excel, JavaScript",,Indefinido,2025-01-11,8
3499,Data Analyst,TechNova,Remoto,Presencial,Senior,"AWS, SQL, TensorFlow, Azure, Tableau",9799014.0,indefinido,2024-08-03,6
3500,Backend Developer,CodeLab,Cartagena,Remoto,junior,"Node.js, Power BI, Java, Pandas, TensorFlow, SQL",3358141.0,Contrato,2025-09-20,10
3501,Machine Learning Engineer,TechNova,medellin,Remoto,Junior,"Node.js, Pandas, SQL, Java",3948058.0,indefinido,2025-05-15,1
3502,BI Analyst,CodeLab,Remoto,remoto,Junior,"Azure, R, TensorFlow, Power BI",2690504.0,Contrato,2024-06-02,7
3503,Data Analyst,Mercado Libre,bogota,Remoto,Junior,"Excel, JavaScript, React, Power BI",4543336.0,indefinido,2026-05-10,3
3504,Data Analyst,Bancolombia,Cali,Híbrido,Junior,"R, SQL, Tableau, AWS",4259173.0,indefinido,2026-04-01,1
3505,Backend Developer,IBM,bogota,Híbrido,Senior,"Java, JavaScript, Tableau, Node.js",8260115.0,Freelance,2025-11-24,4
3506,Backend Developer,Claro,Cartagena,Hibrido,Semi-Senior,"Pandas, React, Docker, TensorFlow",,indefinido,2025-04-13,9
3507,BI Analyst,Bancolombia,Barranquilla,Híbrido,junior,"TensorFlow, Node.js, Tableau, Excel",2228276.0,Freelance,2025-10-14,8
3508,Software Developer,Claro,Remoto,remoto,Junior,"Python, Azure, React, Java",2494754.0,Temporal,2025-11-18,10
3509,BI Analyst,Rappi,medellin,Híbrido,semi senior,"JavaScript, Node.js, Docker, AWS, Excel",4103664.0,Freelance,2025-05-29,7
3510,Machine Learning Engineer,Accenture,bogota,remoto,Senior,"React, SQL, Node.js",9922827.0,Temporal,2024-07-04,3
3511,Data Analyst,Accenture,Cali,Remoto,junior,"Azure, Java, JavaScript",2473647.0,Indefinido,2024-08-03,7
3512,Backend Developer,Mercado Libre,Bucaramanga,remoto,junior,"AWS, Python, SQL, JavaScript",4159470.0,Temporal,2025-02-03,5
3513,Ingeniero de Datos,Bancolombia,Barranquilla,Híbrido,Senior,"Java, Power BI, Excel, Node.js, TensorFlow",9868671.0,Freelance,2025-03-09,8
3514,Data Scientist,DataSoft,Cartagena,Híbrido,Junior,"R, Docker, AWS, TensorFlow",2808672.0,Freelance,2025-07-17,5
3515,Full Stack Developer,Teleperformance,Cartagena,Presencial,Semi-Senior,"Tableau, R",6278192.0,indefinido,2025-02-15,6
3516,Machine Learning Engineer,Claro,Cartagena,Híbrido,junior,"AWS, Azure, SQL",2137369.0,Freelance,2026-04-05,7
3517,Data Scientist,Accenture,Cartagena,remoto,Semi-Senior,"SQL, Excel, React, Docker",4612863.0,indefinido,2024-06-02,3
3518,BI Analyst,Bancolombia,Cartagena,remoto,Senior,"Excel, React, Azure, Node.js",10027039.0,Temporal,2024-10-04,6
3519,Data Scientist,Davivienda,Barranquilla,Remoto,Semi-Senior,"React, Node.js, Tableau, R, Pandas, Docker",4596063.0,Indefinido,2025-04-12,8
3520,Frontend Developer,InnovaTech,Cartagena,remoto,Senior,"R, Pandas, SQL, Node.js",9183875.0,indefinido,2024-07-14,3
3521,Frontend Developer,Mercado Libre,Bogotá,Hibrido,Semi-Senior,"Azure, Node.js, Excel, JavaScript, R",,Indefinido,2026-02-03,3
3522,Machine Learning Engineer,TechNova,Remoto,Híbrido,Senior,"Docker, Java, TensorFlow, Tableau",9676336.0,Freelance,2025-03-27,4
3523,Ingeniero de Datos,Globant,Remoto,remoto,Junior,"Docker, JavaScript",2658963.0,indefinido,2025-10-27,7
3524,Frontend Developer,DataSoft,bogota,Presencial,Junior,"AWS, Azure, React, Pandas, Power BI",3643586.0,indefinido,2025-07-18,2
3525,Software Developer,DataSoft,Bogotá,remoto,Semi-Senior,"Node.js, Tableau",6768665.0,Freelance,2025-09-12,1
3526,Data Analyst,Mercado Libre,Medellín,Híbrido,junior,"Tableau, SQL, R, React",,Freelance,2024-06-11,1
3527,Data Analyst,Sura,Bogotá,Híbrido,Semi-Senior,"SQL, Power BI, Python",6467457.0,Contrato,2026-02-25,3
3528,Data Scientist,Bancolombia,Bogotá,Hibrido,semi senior,"Node.js, Power BI, AWS, Docker, Java, Excel",4492924.0,Contrato,2025-06-12,2
